title,budget,revenue,runtime,imdbRating,Month,Age Rating,RT_Rating,,TV Movie,Documentary,Western,Action,Thriller,Crime,Adventure,Drama,Family,Horror,Music,Comedy,Romance,War,Fantasy,Animation,Mystery,History,Science Fiction,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Washington,West Virginia,Wisconsin,Wyoming,Poster_Features
John Wick: Chapter 4,1.5886760736776557,2.1196124455639356,2.8090010590815533,1.3352115656066796,03-2023,3.0,1.4058010777890086,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6898.0,1215.0,7823.0,5170.0,38149.0,5840.0,2510.0,1364.0,2112.0,11356.0,1036.0,1393.0,15044.0,6287.0,2723.0,3929.0,4052.0,6316.0,1040.0,7140.0,6182.0,13028.0,3780.0,1761.0,7022.0,1201.0,1437.0,5272.0,1107.0,6455.0,3260.0,27747.0,12545.0,906.0,13291.0,5476.0,3473.0,9518.0,815.0,8228.0,1198.0,12110.0,40397.0,3019.0,367.0,7350.0,1407.0,4076.0,577.0,[0.       0.       0.       ... 2.419199 0.       0.      ]
65,0.4814842224902415,-0.12022200536621824,-0.6272474430042001,-0.9546244000176011,03-2023,2.0,-0.776855990318242,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6898.0,1215.0,7823.0,5170.0,38149.0,5840.0,2510.0,1364.0,2112.0,11356.0,1036.0,1393.0,15044.0,6287.0,2723.0,3929.0,4052.0,6316.0,1040.0,7140.0,6182.0,13028.0,3780.0,1761.0,7022.0,1201.0,1437.0,5272.0,1107.0,6455.0,3260.0,27747.0,12545.0,906.0,13291.0,5476.0,3473.0,9518.0,815.0,8228.0,1198.0,12110.0,40397.0,3019.0,367.0,7350.0,1407.0,4076.0,577.0,[0.        0.        0.        ... 2.1501477 0.        0.       ]
Dungeons & Dragons: Honor Among Thieves,3.089536138620595,0.8022575947217587,1.2230402119650516,0.8374211382970533,03-2023,2.0,0.0886804332415298,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6898.0,1215.0,7823.0,5170.0,38149.0,5840.0,2510.0,1364.0,2112.0,11356.0,1036.0,1393.0,15044.0,6287.0,2723.0,3929.0,4052.0,6316.0,1040.0,7140.0,6182.0,13028.0,3780.0,1761.0,7022.0,1201.0,1437.0,5272.0,1107.0,6455.0,3260.0,27747.0,12545.0,906.0,13291.0,5476.0,3473.0,9518.0,815.0,8228.0,1198.0,12110.0,40397.0,3019.0,367.0,7350.0,1407.0,4076.0,577.0,[0.         0.         0.05700257 ... 2.4824352  0.         0.        ]
Scream VI,0.23544158889303832,0.5662184281196132,0.7384410642350095,0.14051454006357642,03-2023,3.0,0.7284247463074478,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6898.0,1215.0,7823.0,5170.0,38149.0,5840.0,2510.0,1364.0,2112.0,11356.0,1036.0,1393.0,15044.0,6287.0,2723.0,3929.0,4052.0,6316.0,1040.0,7140.0,6182.0,13028.0,3780.0,1761.0,7022.0,1201.0,1437.0,5272.0,1107.0,6455.0,3260.0,27747.0,12545.0,906.0,13291.0,5476.0,3473.0,9518.0,815.0,8228.0,1198.0,12110.0,40397.0,3019.0,367.0,7350.0,1407.0,4076.0,577.0,"[0.0000000e+00 0.0000000e+00 1.2320305e-03 ... 2.2346585e+00 0.0000000e+00
 0.0000000e+00]"
Inside,-0.6257076286971727,-0.45037576824365805,-0.05453935932324117,-0.8550663145556762,03-2023,3.0,0.0886804332415298,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6898.0,1215.0,7823.0,5170.0,38149.0,5840.0,2510.0,1364.0,2112.0,11356.0,1036.0,1393.0,15044.0,6287.0,2723.0,3929.0,4052.0,6316.0,1040.0,7140.0,6182.0,13028.0,3780.0,1761.0,7022.0,1201.0,1437.0,5272.0,1107.0,6455.0,3260.0,27747.0,12545.0,906.0,13291.0,5476.0,3473.0,9518.0,815.0,8228.0,1198.0,12110.0,40397.0,3019.0,367.0,7350.0,1407.0,4076.0,577.0,[0.        0.        0.        ... 1.9799669 0.        0.       ]
Champions,-0.6257076286971727,-0.3956230573695303,0.782495532210468,0.439188796449352,03-2023,2.0,0.051048414825887345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6898.0,1215.0,7823.0,5170.0,38149.0,5840.0,2510.0,1364.0,2112.0,11356.0,1036.0,1393.0,15044.0,6287.0,2723.0,3929.0,4052.0,6316.0,1040.0,7140.0,6182.0,13028.0,3780.0,1761.0,7022.0,1201.0,1437.0,5272.0,1107.0,6455.0,3260.0,27747.0,12545.0,906.0,13291.0,5476.0,3473.0,9518.0,815.0,8228.0,1198.0,12110.0,40397.0,3019.0,367.0,7350.0,1407.0,4076.0,577.0,[0.         0.         0.00655659 ... 2.1365647  0.         0.        ]
Insidious: The Red Door,-0.23203941494164765,0.605851891033333,0.03356957662767558,-0.8550663145556762,07-2023,2.0,-0.6639599350713153,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6972.0,1378.0,7852.0,5291.0,42748.0,6541.0,2768.0,1364.0,2132.0,11119.0,971.0,1655.0,18155.0,7543.0,3032.0,4015.0,4100.0,6126.0,1207.0,6523.0,6371.0,15179.0,4434.0,1606.0,7851.0,1411.0,1408.0,5568.0,1045.0,7459.0,3607.0,30256.0,12209.0,1129.0,14094.0,6134.0,3985.0,10175.0,885.0,7954.0,1212.0,12279.0,40781.0,3313.0,371.0,8228.0,1401.0,4545.0,588.0,[0.        0.        0.        ... 1.8006014 0.        0.       ]
Teenage Mutant Ninja Turtles: Mutant Mayhem,1.0965908064832492,0.5180471696293795,-0.27481169920053305,0.8374211382970533,07-2023,1.0,1.4434330962046507,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6972.0,1378.0,7852.0,5291.0,42748.0,6541.0,2768.0,1364.0,2132.0,11119.0,971.0,1655.0,18155.0,7543.0,3032.0,4015.0,4100.0,6126.0,1207.0,6523.0,6371.0,15179.0,4434.0,1606.0,7851.0,1411.0,1408.0,5568.0,1045.0,7459.0,3607.0,30256.0,12209.0,1129.0,14094.0,6134.0,3985.0,10175.0,885.0,7954.0,1212.0,12279.0,40781.0,3313.0,371.0,8228.0,1401.0,4545.0,588.0,[0.         0.         0.02398268 ... 2.6078188  0.         0.        ]
Mission: Impossible - Dead Reckoning Part One,6.534133008981439,2.965749241664384,2.544674251228803,1.3352115656066796,07-2023,2.0,1.4810651146202929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6972.0,1378.0,7852.0,5291.0,42748.0,6541.0,2768.0,1364.0,2132.0,11119.0,971.0,1655.0,18155.0,7543.0,3032.0,4015.0,4100.0,6126.0,1207.0,6523.0,6371.0,15179.0,4434.0,1606.0,7851.0,1411.0,1408.0,5568.0,1045.0,7459.0,3607.0,30256.0,12209.0,1129.0,14094.0,6134.0,3985.0,10175.0,885.0,7954.0,1212.0,12279.0,40781.0,3313.0,371.0,8228.0,1401.0,4545.0,588.0,[0.         0.         0.01008739 ... 2.5285408  0.         0.        ]
Oppenheimer,1.834718707274859,5.280980352851246,3.2936002068115955,1.9325600783782317,07-2023,3.0,1.3681690593733664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6972.0,1378.0,7852.0,5291.0,42748.0,6541.0,2768.0,1364.0,2132.0,11119.0,971.0,1655.0,18155.0,7543.0,3032.0,4015.0,4100.0,6126.0,1207.0,6523.0,6371.0,15179.0,4434.0,1606.0,7851.0,1411.0,1408.0,5568.0,1045.0,7459.0,3607.0,30256.0,12209.0,1129.0,14094.0,6134.0,3985.0,10175.0,885.0,7954.0,1212.0,12279.0,40781.0,3313.0,371.0,8228.0,1401.0,4545.0,588.0,[0.         0.         0.02452483 ... 2.2971566  0.         0.        ]
Sound of Freedom,-0.26894580998122813,1.048533153753079,1.0908768080386766,1.2356534801447538,07-2023,2.0,0.013416396410245229,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6972.0,1378.0,7852.0,5291.0,42748.0,6541.0,2768.0,1364.0,2132.0,11119.0,971.0,1655.0,18155.0,7543.0,3032.0,4015.0,4100.0,6126.0,1207.0,6523.0,6371.0,15179.0,4434.0,1606.0,7851.0,1411.0,1408.0,5568.0,1045.0,7459.0,3607.0,30256.0,12209.0,1129.0,14094.0,6134.0,3985.0,10175.0,885.0,7954.0,1212.0,12279.0,40781.0,3313.0,371.0,8228.0,1401.0,4545.0,588.0,[0.         0.         0.02742514 ... 2.6004457  0.         0.        ]
Barbie,2.9419105584622733,8.253378350188976,0.3419508524558842,0.439188796449352,07-2023,2.0,1.1800089672951553,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6972.0,1378.0,7852.0,5291.0,42748.0,6541.0,2768.0,1364.0,2132.0,11119.0,971.0,1655.0,18155.0,7543.0,3032.0,4015.0,4100.0,6126.0,1207.0,6523.0,6371.0,15179.0,4434.0,1606.0,7851.0,1411.0,1408.0,5568.0,1045.0,7459.0,3607.0,30256.0,12209.0,1129.0,14094.0,6134.0,3985.0,10175.0,885.0,7954.0,1212.0,12279.0,40781.0,3313.0,371.0,8228.0,1401.0,4545.0,588.0,[0.        0.        0.        ... 2.4248695 0.        0.       ]
Haunted Mansion,3.256845129466693,0.25491167012647736,0.7384410642350095,-0.35727588724604986,07-2023,2.0,-0.7392239719025998,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,6972.0,1378.0,7852.0,5291.0,42748.0,6541.0,2768.0,1364.0,2132.0,11119.0,971.0,1655.0,18155.0,7543.0,3032.0,4015.0,4100.0,6126.0,1207.0,6523.0,6371.0,15179.0,4434.0,1606.0,7851.0,1411.0,1408.0,5568.0,1045.0,7459.0,3607.0,30256.0,12209.0,1129.0,14094.0,6134.0,3985.0,10175.0,885.0,7954.0,1212.0,12279.0,40781.0,3313.0,371.0,8228.0,1401.0,4545.0,588.0,[0.         0.         0.03432708 ... 2.2152488  0.         0.        ]
The Miracle Club,-0.6257076286971727,-0.4104538377698768,-0.7153563789551168,0.040956454601651524,07-2023,2.0,0.38973658056666777,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6972.0,1378.0,7852.0,5291.0,42748.0,6541.0,2768.0,1364.0,2132.0,11119.0,971.0,1655.0,18155.0,7543.0,3032.0,4015.0,4100.0,6126.0,1207.0,6523.0,6371.0,15179.0,4434.0,1606.0,7851.0,1411.0,1408.0,5568.0,1045.0,7459.0,3607.0,30256.0,12209.0,1129.0,14094.0,6134.0,3985.0,10175.0,885.0,7954.0,1212.0,12279.0,40781.0,3313.0,371.0,8228.0,1401.0,4545.0,588.0,[0.         0.         0.00719464 ... 2.0399096  0.         0.        ]
Spider-Man: Across the Spider-Verse,1.834718707274859,2.635231496757792,1.487367019817802,2.2312343347640065,05-2023,1.0,1.4434330962046507,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,7303.0,1343.0,8913.0,5693.0,41995.0,6351.0,2940.0,1574.0,2408.0,12098.0,1052.0,1627.0,18088.0,7772.0,3095.0,4567.0,4256.0,6823.0,1186.0,7887.0,6979.0,15451.0,4665.0,1939.0,8021.0,1349.0,1482.0,5955.0,1158.0,7257.0,3602.0,31023.0,13640.0,1188.0,15339.0,6065.0,3972.0,10547.0,898.0,8908.0,1354.0,13695.0,42974.0,3504.0,388.0,8562.0,1418.0,4491.0,638.0,"[0.0000000e+00 0.0000000e+00 6.8949437e-04 ... 2.7848816e+00 0.0000000e+00
 0.0000000e+00]"
Fast X,7.739741913607735,3.7919444915665204,1.5754759557687188,-0.6559501436318255,05-2023,2.0,-0.024215622005397223,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7303.0,1343.0,8913.0,5693.0,41995.0,6351.0,2940.0,1574.0,2408.0,12098.0,1052.0,1627.0,18088.0,7772.0,3095.0,4567.0,4256.0,6823.0,1186.0,7887.0,6979.0,15451.0,4665.0,1939.0,8021.0,1349.0,1482.0,5955.0,1158.0,7257.0,3602.0,31023.0,13640.0,1188.0,15339.0,6065.0,3972.0,10547.0,898.0,8908.0,1354.0,13695.0,42974.0,3504.0,388.0,8562.0,1418.0,4491.0,638.0,[0.        0.        0.0437318 ... 2.7962258 0.        0.       ]
Hypnotic,1.0965908064832492,-0.3944109540991771,-0.5391385070532833,-0.8550663145556762,05-2023,3.0,-0.9650160823964533,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7303.0,1343.0,8913.0,5693.0,41995.0,6351.0,2940.0,1574.0,2408.0,12098.0,1052.0,1627.0,18088.0,7772.0,3095.0,4567.0,4256.0,6823.0,1186.0,7887.0,6979.0,15451.0,4665.0,1939.0,8021.0,1349.0,1482.0,5955.0,1158.0,7257.0,3602.0,31023.0,13640.0,1188.0,15339.0,6065.0,3972.0,10547.0,898.0,8908.0,1354.0,13695.0,42974.0,3504.0,388.0,8562.0,1418.0,4491.0,638.0,[0.         0.         0.01108882 ... 2.4988334  0.         0.        ]
Guardians of the Galaxy Vol. 3,5.5253582112329065,4.6403026149311355,1.9279116995723857,1.5343277365305303,05-2023,2.0,0.9542168568013012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7303.0,1343.0,8913.0,5693.0,41995.0,6351.0,2940.0,1574.0,2408.0,12098.0,1052.0,1627.0,18088.0,7772.0,3095.0,4567.0,4256.0,6823.0,1186.0,7887.0,6979.0,15451.0,4665.0,1939.0,8021.0,1349.0,1482.0,5955.0,1158.0,7257.0,3602.0,31023.0,13640.0,1188.0,15339.0,6065.0,3972.0,10547.0,898.0,8908.0,1354.0,13695.0,42974.0,3504.0,388.0,8562.0,1418.0,4491.0,638.0,[0.        0.        0.        ... 2.3868883 0.        0.       ]
Love Again,-0.40426925845968986,-0.3911853343737833,-0.09859382729869955,-0.45683397270797477,05-2023,2.0,-1.0779121376433802,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,7303.0,1343.0,8913.0,5693.0,41995.0,6351.0,2940.0,1574.0,2408.0,12098.0,1052.0,1627.0,18088.0,7772.0,3095.0,4567.0,4256.0,6823.0,1186.0,7887.0,6979.0,15451.0,4665.0,1939.0,8021.0,1349.0,1482.0,5955.0,1158.0,7257.0,3602.0,31023.0,13640.0,1188.0,15339.0,6065.0,3972.0,10547.0,898.0,8908.0,1354.0,13695.0,42974.0,3504.0,388.0,8562.0,1418.0,4491.0,638.0,[0.      0.      0.      ... 2.06234 0.      0.     ]
You Hurt My Feelings,-0.6257076286971727,-0.4212923709301794,-0.5831929750287417,0.24007262552550132,05-2023,3.0,1.4058010777890086,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,7303.0,1343.0,8913.0,5693.0,41995.0,6351.0,2940.0,1574.0,2408.0,12098.0,1052.0,1627.0,18088.0,7772.0,3095.0,4567.0,4256.0,6823.0,1186.0,7887.0,6979.0,15451.0,4665.0,1939.0,8021.0,1349.0,1482.0,5955.0,1158.0,7257.0,3602.0,31023.0,13640.0,1188.0,15339.0,6065.0,3972.0,10547.0,898.0,8908.0,1354.0,13695.0,42974.0,3504.0,388.0,8562.0,1418.0,4491.0,638.0,[0.         0.         0.00442383 ... 2.7779644  0.         0.        ]
Aquaman and the Lost Kingdom,4.418166360045492,1.944278163005932,0.782495532210468,-0.7555082290937513,12-2023,2.0,-0.889752045565169,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5482.0,1154.0,7487.0,4721.0,37255.0,5244.0,2364.0,1226.0,1995.0,8558.0,542.0,1374.0,15342.0,5755.0,2434.0,2996.0,3595.0,5700.0,916.0,6855.0,5502.0,12585.0,3773.0,1354.0,6713.0,1122.0,1735.0,4806.0,929.0,6231.0,3166.0,26330.0,10960.0,869.0,11283.0,5006.0,3212.0,8281.0,777.0,6927.0,1028.0,11070.0,37992.0,2833.0,296.0,6838.0,1074.0,3956.0,537.0,"[0.0000000e+00 0.0000000e+00 2.3841858e-06 ... 2.1778903e+00 0.0000000e+00
 0.0000000e+00]"
Migration,1.14579933320269,1.2892490570927855,-1.0237376547833255,0.24007262552550132,12-2023,1.0,0.6155286910605211,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,5482.0,1154.0,7487.0,4721.0,37255.0,5244.0,2364.0,1226.0,1995.0,8558.0,542.0,1374.0,15342.0,5755.0,2434.0,2996.0,3595.0,5700.0,916.0,6855.0,5502.0,12585.0,3773.0,1354.0,6713.0,1122.0,1735.0,4806.0,929.0,6231.0,3166.0,26330.0,10960.0,869.0,11283.0,5006.0,3212.0,8281.0,777.0,6927.0,1028.0,11070.0,37992.0,2833.0,296.0,6838.0,1074.0,3956.0,537.0,[0.       0.       0.       ... 2.298975 0.       0.      ]
Poor Things,0.23544158889303832,0.254273154073782,1.5754759557687188,1.4347696510686045,12-2023,3.0,1.3305370409577237,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5482.0,1154.0,7487.0,4721.0,37255.0,5244.0,2364.0,1226.0,1995.0,8558.0,542.0,1374.0,15342.0,5755.0,2434.0,2996.0,3595.0,5700.0,916.0,6855.0,5502.0,12585.0,3773.0,1354.0,6713.0,1122.0,1735.0,4806.0,929.0,6231.0,3166.0,26330.0,10960.0,869.0,11283.0,5006.0,3212.0,8281.0,777.0,6927.0,1028.0,11070.0,37992.0,2833.0,296.0,6838.0,1074.0,3956.0,537.0,[0.       0.       0.       ... 2.336956 0.       0.      ]
Wonka,2.449825291267867,3.355950356928981,0.47411425638225935,0.6383049673732027,12-2023,1.0,0.9542168568013012,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5482.0,1154.0,7487.0,4721.0,37255.0,5244.0,2364.0,1226.0,1995.0,8558.0,542.0,1374.0,15342.0,5755.0,2434.0,2996.0,3595.0,5700.0,916.0,6855.0,5502.0,12585.0,3773.0,1354.0,6713.0,1122.0,1735.0,4806.0,929.0,6231.0,3166.0,26330.0,10960.0,869.0,11283.0,5006.0,3212.0,8281.0,777.0,6927.0,1028.0,11070.0,37992.0,2833.0,296.0,6838.0,1074.0,3956.0,537.0,[0.         0.         0.00957671 ... 2.6391208  0.         0.        ]
Baghead,-0.6257076286971727,-0.4135946339304766,-0.49508403907782494,-0.9546244000176011,12-2023,-1.0,-0.9650160823964533,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5482.0,1154.0,7487.0,4721.0,37255.0,5244.0,2364.0,1226.0,1995.0,8558.0,542.0,1374.0,15342.0,5755.0,2434.0,2996.0,3595.0,5700.0,916.0,6855.0,5502.0,12585.0,3773.0,1354.0,6713.0,1122.0,1735.0,4806.0,929.0,6231.0,3166.0,26330.0,10960.0,869.0,11283.0,5006.0,3212.0,8281.0,777.0,6927.0,1028.0,11070.0,37992.0,2833.0,296.0,6838.0,1074.0,3956.0,537.0,[0.        0.        0.        ... 2.0038936 0.        0.       ]
The Color Purple,1.7116973904762574,-0.0654957405130016,1.5314214877932604,0.439188796449352,12-2023,2.0,0.9165848383856591,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5482.0,1154.0,7487.0,4721.0,37255.0,5244.0,2364.0,1226.0,1995.0,8558.0,542.0,1374.0,15342.0,5755.0,2434.0,2996.0,3595.0,5700.0,916.0,6855.0,5502.0,12585.0,3773.0,1354.0,6713.0,1122.0,1735.0,4806.0,929.0,6231.0,3166.0,26330.0,10960.0,869.0,11283.0,5006.0,3212.0,8281.0,777.0,6927.0,1028.0,11070.0,37992.0,2833.0,296.0,6838.0,1074.0,3956.0,537.0,[0.         0.         0.00279951 ... 2.7309425  0.         0.        ]
The Zone of Interest,-0.256643678301368,-0.15649757027873007,-0.05453935932324117,1.036537309220904,12-2023,2.0,1.3681690593733664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5482.0,1154.0,7487.0,4721.0,37255.0,5244.0,2364.0,1226.0,1995.0,8558.0,542.0,1374.0,15342.0,5755.0,2434.0,2996.0,3595.0,5700.0,916.0,6855.0,5502.0,12585.0,3773.0,1354.0,6713.0,1122.0,1735.0,4806.0,929.0,6231.0,3166.0,26330.0,10960.0,869.0,11283.0,5006.0,3212.0,8281.0,777.0,6927.0,1028.0,11070.0,37992.0,2833.0,296.0,6838.0,1074.0,3956.0,537.0,"[0.0000000e+00 0.0000000e+00 1.6461684e-03 ... 1.9183340e+00 0.0000000e+00
 0.0000000e+00]"
The Iron Claw,-0.2344998412776197,-0.3400033722279099,1.134931276014135,1.2356534801447538,12-2023,3.0,1.2176409857107973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5482.0,1154.0,7487.0,4721.0,37255.0,5244.0,2364.0,1226.0,1995.0,8558.0,542.0,1374.0,15342.0,5755.0,2434.0,2996.0,3595.0,5700.0,916.0,6855.0,5502.0,12585.0,3773.0,1354.0,6713.0,1122.0,1735.0,4806.0,929.0,6231.0,3166.0,26330.0,10960.0,869.0,11283.0,5006.0,3212.0,8281.0,777.0,6927.0,1028.0,11070.0,37992.0,2833.0,296.0,6838.0,1074.0,3956.0,537.0,[0.        0.        0.066923  ... 2.1899097 0.        0.       ]
Napoleon,3.4339958256566794,0.8335689127404107,2.2803474433760527,0.040956454601651524,11-2023,3.0,0.051048414825887345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5604.0,998.0,7782.0,4741.0,36436.0,5088.0,2192.0,1210.0,2153.0,9093.0,868.0,1402.0,15752.0,6264.0,2570.0,3386.0,3656.0,5771.0,1068.0,6484.0,5392.0,12411.0,3898.0,1485.0,6755.0,1171.0,1841.0,4908.0,1039.0,6192.0,2988.0,26219.0,11078.0,919.0,11302.0,5046.0,3177.0,8260.0,730.0,7259.0,976.0,10974.0,37314.0,2845.0,292.0,6824.0,1090.0,3846.0,456.0,[0.         0.         0.00644291 ... 2.437441   0.         0.        ]
The Hunger Games: The Ballad of Songbirds & Snakes,1.834718707274859,1.4893001689387182,2.2362929754005942,0.3396307109874271,11-2023,2.0,0.27684052531974107,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5604.0,998.0,7782.0,4741.0,36436.0,5088.0,2192.0,1210.0,2153.0,9093.0,868.0,1402.0,15752.0,6264.0,2570.0,3386.0,3656.0,5771.0,1068.0,6484.0,5392.0,12411.0,3898.0,1485.0,6755.0,1171.0,1841.0,4908.0,1039.0,6192.0,2988.0,26219.0,11078.0,919.0,11302.0,5046.0,3177.0,8260.0,730.0,7259.0,976.0,10974.0,37314.0,2845.0,292.0,6824.0,1090.0,3846.0,456.0,[0.         0.         0.03345432 ... 2.4500146  0.         0.        ]
May December,-0.1336223615027664,-0.45005359284546803,0.47411425638225935,0.439188796449352,11-2023,3.0,1.2929050225420815,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5604.0,998.0,7782.0,4741.0,36436.0,5088.0,2192.0,1210.0,2153.0,9093.0,868.0,1402.0,15752.0,6264.0,2570.0,3386.0,3656.0,5771.0,1068.0,6484.0,5392.0,12411.0,3898.0,1485.0,6755.0,1171.0,1841.0,4908.0,1039.0,6192.0,2988.0,26219.0,11078.0,919.0,11302.0,5046.0,3177.0,8260.0,730.0,7259.0,976.0,10974.0,37314.0,2845.0,292.0,6824.0,1090.0,3846.0,456.0,[0.        0.        0.        ... 1.8194615 0.        0.       ]
Saltburn,-0.1336223615027664,-0.32486713185606947,1.0908768080386766,0.6383049673732027,11-2023,3.0,0.5402646542292365,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5604.0,998.0,7782.0,4741.0,36436.0,5088.0,2192.0,1210.0,2153.0,9093.0,868.0,1402.0,15752.0,6264.0,2570.0,3386.0,3656.0,5771.0,1068.0,6484.0,5392.0,12411.0,3898.0,1485.0,6755.0,1171.0,1841.0,4908.0,1039.0,6192.0,2988.0,26219.0,11078.0,919.0,11302.0,5046.0,3177.0,8260.0,730.0,7259.0,976.0,10974.0,37314.0,2845.0,292.0,6824.0,1090.0,3846.0,456.0,[0.         0.         0.02937419 ... 2.6089826  0.         0.        ]
Next Goal Wins,-0.2812479416610883,-0.41707738581228393,-0.09859382729869955,0.14051454006357642,11-2023,2.0,-0.43816782457746184,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5604.0,998.0,7782.0,4741.0,36436.0,5088.0,2192.0,1210.0,2153.0,9093.0,868.0,1402.0,15752.0,6264.0,2570.0,3386.0,3656.0,5771.0,1068.0,6484.0,5392.0,12411.0,3898.0,1485.0,6755.0,1171.0,1841.0,4908.0,1039.0,6192.0,2988.0,26219.0,11078.0,919.0,11302.0,5046.0,3177.0,8260.0,730.0,7259.0,976.0,10974.0,37314.0,2845.0,292.0,6824.0,1090.0,3846.0,456.0,[0.        0.        0.0063289 ... 2.098132  0.        0.       ]
The American,-0.6257076286971727,-0.4494453283431046,0.1657329805540507,0.6383049673732027,11-2023,-1.0,0.0886804332415298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5604.0,998.0,7782.0,4741.0,36436.0,5088.0,2192.0,1210.0,2153.0,9093.0,868.0,1402.0,15752.0,6264.0,2570.0,3386.0,3656.0,5771.0,1068.0,6484.0,5392.0,12411.0,3898.0,1485.0,6755.0,1171.0,1841.0,4908.0,1039.0,6192.0,2988.0,26219.0,11078.0,919.0,11302.0,5046.0,3177.0,8260.0,730.0,7259.0,976.0,10974.0,37314.0,2845.0,292.0,6824.0,1090.0,3846.0,456.0,[0.        0.        0.        ... 2.5189207 0.        0.       ]
The Nun II,0.3215565106520594,1.0961624855852976,0.1657329805540507,-0.7555082290937513,09-2023,3.0,-0.17474369566796602,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6368.0,1222.0,8330.0,5356.0,42584.0,6143.0,2470.0,1426.0,2295.0,10149.0,997.0,1515.0,17848.0,7076.0,3092.0,4061.0,4291.0,6584.0,1114.0,7172.0,6035.0,13953.0,4379.0,1593.0,7341.0,1290.0,2269.0,5366.0,1162.0,6646.0,3510.0,27668.0,12483.0,1161.0,13748.0,5814.0,3635.0,9634.0,797.0,8542.0,1135.0,12621.0,41233.0,3289.0,367.0,7800.0,1340.0,4518.0,598.0,"[0.0000000e+00 0.0000000e+00 4.6151999e-04 ... 1.7960027e+00 0.0000000e+00
 0.0000000e+00]"
