title,release_date,original_language,genres,budget,revenue,runtime,year,Rated,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID
Blue Beetle,2023-08-16,en,Action-Science Fiction-Adventure,104000000.0,129300000.0,128.0,2023.0,PG-13,posters/Blue_Beetle_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}]",,5.9,"102,190",tt9362930
Hacksaw Ridge,2016-10-07,en,Drama-History-War,40000000.0,175302354.0,139.0,2016.0,R,posters/Hacksaw_Ridge_2016_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71.0,8.1,"609,780",tt2119532
Hypnotic,2023-05-11,en,Mystery-Thriller-Action-Science Fiction,70000000.0,9464308.0,94.0,2023.0,R,posters/Hypnotic_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,5.5,"39,252",tt8080204
Five Nights at Freddy's,2023-10-25,en,Horror-Mystery,20000000.0,290900000.0,110.0,2023.0,PG-13,posters/Five_Nights_at_Freddy's_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}]",,5.4,"104,652",tt4589218
Black Adam,2022-10-19,en,Action-Adventure-Science Fiction,200000000.0,393252111.0,124.0,2022.0,PG-13,posters/Black_Adam_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,6.2,"282,177",tt6443346
The Beekeeper,2024-01-08,en,Action-Crime-Thriller,35000000.0,152720535.0,105.0,2024.0,R,posters/The_Beekeeper_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]",,6.3,"132,633",tt15314262
M3GAN,2022-12-28,en,Science Fiction-Horror,12000000.0,176830912.0,102.0,2022.0,PG-13,posters/M3GAN_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,6.3,"150,551",tt8760708
The Super Mario Bros. Movie,2023-04-05,en,Animation-Family-Adventure-Fantasy-Comedy,100000000.0,1362000000.0,93.0,2023.0,PG,posters/The_Super_Mario_Bros._Movie_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,7.0,"249,107",tt6718170
Venom: Let There Be Carnage,2021-09-30,en,Science Fiction-Action-Adventure,110000000.0,506863592.0,97.0,2021.0,PG-13,posters/Venom:_Let_There_Be_Carnage_2021_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49.0,5.9,"266,689",tt7097896
Godzilla,2014-05-14,en,Action-Drama-Science Fiction,160000000.0,529100000.0,123.0,2014.0,PG-13,posters/Godzilla_2014_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,6.4,"448,163",tt0831387
Wonka,2023-12-06,en,Comedy-Family-Fantasy,125000000.0,632302312.0,117.0,2023.0,PG,posters/Wonka_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}]",,7.0,"160,886",tt6166392
Eight Legged Freaks,2002-07-17,en,Action-Comedy-Horror-Thriller,30000000.0,45867333.0,99.0,2002.0,PG-13,posters/Eight_Legged_Freaks_2002_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53.0,5.5,"60,931",tt0271367
Deadpool 2,2018-05-10,en,Action-Comedy-Adventure,110000000.0,785900000.0,120.0,2018.0,R,posters/Deadpool_2_2018_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,7.6,"686,381",tt5463162
Jeepers Creepers: Reborn,2022-09-15,en,Horror-Thriller-Mystery,5000000.0,5954938.0,88.0,2022.0,R,posters/Jeepers_Creepers:_Reborn_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",,2.5,"15,136",tt14121726
Mad Max: Fury Road,2015-05-13,en,Action-Adventure-Science Fiction,150000000.0,378858340.0,121.0,2015.0,R,posters/Mad_Max:_Fury_Road_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90.0,8.1,"1,132,001",tt1392190
Guardians of the Galaxy,2014-07-30,en,Action-Science Fiction-Adventure,170000000.0,772776600.0,121.0,2014.0,PG-13,posters/Guardians_of_the_Galaxy_2014_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,8.0,"1,292,300",tt2015381
Late Night with the Devil,2024-03-19,en,Horror,2000000.0,11902746.0,93.0,2024.0,,,,,,,
Deadpool,2016-02-09,en,Action-Adventure-Comedy,58000000.0,782837347.0,108.0,2016.0,R,posters/Deadpool_2016_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,8.0,"1,169,418",tt1431045
Harry Potter and the Goblet of Fire,2005-11-16,en,Adventure-Fantasy-Family,150000000.0,895921036.0,157.0,2005.0,PG-13,posters/Harry_Potter_and_the_Goblet_of_Fire_2005_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,7.7,"693,849",tt0330373
Evil Dead II,1987-03-13,en,Horror-Comedy-Fantasy,3500000.0,10900000.0,84.0,1987.0,R,posters/Evil_Dead_II_1987_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,7.7,"185,271",tt0092991
Bad Boys,1995-04-07,en,Action-Comedy-Crime-Thriller,19000000.0,141407024.0,119.0,1995.0,R,posters/Bad_Boys_1995_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41.0,6.8,"298,595",tt0112442
Spider-Man: No Way Home,2021-12-15,en,Action-Adventure-Science Fiction,200000000.0,1921847111.0,148.0,2021.0,PG-13,posters/Spider-Man:_No_Way_Home_2021_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71.0,8.2,"906,922",tt10872600
Harry Potter and the Philosopher's Stone,2001-11-16,en,Adventure-Fantasy,125000000.0,976475550.0,152.0,2001.0,,,,,,,
A Street Cat Named Bob,2016-11-04,en,Family-Drama,8000000.0,17900000.0,103.0,2016.0,Not Rated,posters/A_Street_Cat_Named_Bob_2016_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,7.3,"34,176",tt3606888
"Alice, Darling",2022-12-30,en,Drama-Thriller,0.0,113346.0,90.0,2022.0,R,"posters/Alice,_Darling_2022_photo.jpg","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,5.5,"10,840",tt11687104
Shrek,2001-05-18,en,Animation-Comedy-Fantasy-Adventure-Family,60000000.0,487853320.0,90.0,2001.0,PG,posters/Shrek_2001_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84.0,7.9,"749,597",tt0126029
Guardians of the Galaxy Vol. 3,2023-05-03,en,Science Fiction-Adventure-Action,250000000.0,845600000.0,150.0,2023.0,PG-13,posters/Guardians_of_the_Galaxy_Vol._3_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,7.9,"402,022",tt6791350
Doctor Strange,2016-10-25,en,Action-Adventure-Fantasy,180000000.0,676343174.0,115.0,2016.0,PG-13,posters/Doctor_Strange_2016_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,7.5,"819,994",tt1211837
Avengers: Endgame,2019-04-24,en,Adventure-Science Fiction-Action,356000000.0,2799439100.0,181.0,2019.0,PG-13,posters/Avengers:_Endgame_2019_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78.0,8.4,"1,304,298",tt4154796
Transformers: Age of Extinction,2014-06-25,en,Science Fiction-Action-Adventure,210000000.0,1104054072.0,165.0,2014.0,PG-13,posters/Transformers:_Age_of_Extinction_2014_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32.0,5.6,"335,024",tt2109248
The Lord of the Rings: The Fellowship of the Ring,2001-12-18,en,Adventure-Fantasy-Action,93000000.0,871368364.0,179.0,2001.0,PG-13,posters/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring_2001_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92.0,8.9,"2,045,291",tt0120737
Kama Sutra: A Tale of Love,1996-09-11,en,Drama-History-Romance,3000000.0,4109095.0,117.0,1996.0,Unrated,posters/Kama_Sutra:_A_Tale_of_Love_1996_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",,6.0,"11,489",tt0116743
Harry Potter and the Order of the Phoenix,2007-06-28,en,Adventure-Fantasy-Mystery,150000000.0,938212738.0,138.0,2007.0,PG-13,posters/Harry_Potter_and_the_Order_of_the_Phoenix_2007_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71.0,7.5,"644,951",tt0373889
Bad Boys II,2003-07-18,en,Action-Crime-Comedy,130000000.0,273339556.0,146.0,2003.0,R,posters/Bad_Boys_II_2003_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38.0,6.6,"275,584",tt0172156
Beverly Hills Cop,1984-12-05,en,Comedy-Crime-Action,14000000.0,316360478.0,105.0,1984.0,R,posters/Beverly_Hills_Cop_1984_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66.0,7.4,"218,549",tt0086960
Madame Web,2024-02-14,en,Action-Fantasy,80000000.0,100298817.0,116.0,2024.0,PG-13,posters/Madame_Web_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}]",,4.0,"88,534",tt11057302
Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,en,Fantasy-Adventure-Action,200000000.0,406950844.0,142.0,2022.0,PG-13,posters/Fantastic_Beasts:_The_Secrets_of_Dumbledore_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,6.2,"175,788",tt4123432
Kung Fu Panda,2008-06-04,en,Action-Adventure-Animation-Family-Comedy,130000000.0,632091832.0,90.0,2008.0,PG,posters/Kung_Fu_Panda_2008_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74.0,7.6,"533,475",tt0441773
Avengers: Infinity War,2018-04-25,en,Adventure-Action-Science Fiction,300000000.0,2052415039.0,149.0,2018.0,PG-13,posters/Avengers:_Infinity_War_2018_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,8.4,"1,233,509",tt4154756
Fifty Shades Freed,2018-01-17,en,Drama-Romance,55000000.0,368307760.0,105.0,2018.0,R,posters/Fifty_Shades_Freed_2018_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31.0,4.5,"76,382",tt4477536
Meet the Robinsons,2007-03-23,en,Animation-Comedy-Family,150000000.0,169332978.0,95.0,2007.0,G,posters/Meet_the_Robinsons_2007_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61.0,6.8,"113,670",tt0396555
Charlie and the Chocolate Factory,2005-07-13,en,Adventure-Comedy-Family-Fantasy,150000000.0,475000000.0,115.0,2005.0,PG,posters/Charlie_and_the_Chocolate_Factory_2005_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,6.7,"538,228",tt0367594
Blade Runner 2049,2017-10-04,en,Science Fiction-Drama,150000000.0,259239658.0,164.0,2017.0,R,posters/Blade_Runner_2049_2017_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81.0,8.0,"686,625",tt1856101
Interstellar,2014-11-05,en,Adventure-Drama-Science Fiction,165000000.0,701729206.0,169.0,2014.0,PG-13,posters/Interstellar_2014_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74.0,8.7,"2,170,072",tt0816692
Garfield,2004-06-10,en,Animation-Comedy-Family,50000000.0,200804534.0,80.0,2004.0,PG,posters/Garfield_2004_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27.0,5.1,"95,919",tt0356634
After Ever Happy,2022-08-24,en,Romance-Drama,0.0,12467270.0,95.0,2022.0,R,posters/After_Ever_Happy_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",,4.7,"12,345",tt13070038
Sound of Freedom,2023-07-03,en,Action-Drama,14500000.0,249100000.0,131.0,2023.0,PG-13,posters/Sound_of_Freedom_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,7.6,"122,694",tt7599146
Harry Potter and the Prisoner of Azkaban,2004-05-31,en,Adventure-Fantasy,130000000.0,789804554.0,141.0,2004.0,PG,posters/Harry_Potter_and_the_Prisoner_of_Azkaban_2004_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82.0,7.9,"705,236",tt0304141
PAW Patrol: The Mighty Movie,2023-09-21,en,Animation-Family-Action-Science Fiction-Comedy-Drama-Adventure,30000000.0,202231360.0,92.0,2023.0,PG,posters/PAW_Patrol:_The_Mighty_Movie_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}]",,5.9,"5,438",tt15837338
After Everything,2023-09-13,en,Romance-Drama,14000000.0,10600000.0,93.0,2023.0,R,posters/After_Everything_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",,4.7,"8,845",tt15334488
Hotel Transylvania: Transformania,2022-01-31,en,Animation-Comedy-Family-Adventure-Fantasy,75000000.0,18500000.0,92.0,2022.0,,,[],,,,tt24078842
Till,2022-10-14,en,Drama-History,0.0,8900000.0,131.0,2022.0,PG-13,posters/Till_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79.0,7.2,"15,992",tt4960748
Orphan: First Kill,2022-07-27,en,Horror-Thriller,0.0,9572765.0,99.0,2022.0,R,posters/Orphan:_First_Kill_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,5.9,"48,445",tt11851548
Fly Me to the Moon,2024-07-06,en,Comedy-Romance,100000000.0,19000000.0,132.0,2024.0,PG-13,posters/Fly_Me_to_the_Moon_2024_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}]",,6.6,"25,774",tt1896747
Knock at the Cabin,2023-02-01,en,Horror-Thriller-Mystery,20000000.0,54708659.0,100.0,2023.0,R,posters/Knock_at_the_Cabin_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63.0,6.1,"123,990",tt15679400
Coraline,2009-02-05,en,Animation-Family-Fantasy,60000000.0,131800000.0,100.0,2009.0,PG,posters/Coraline_2009_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80.0,7.8,"272,986",tt0327597
Cocaine Bear,2023-02-22,en,Thriller-Comedy-Crime,32500000.0,87649532.0,96.0,2023.0,R,posters/Cocaine_Bear_2023_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54.0,5.9,"112,393",tt14209916
Dawn of the Planet of the Apes,2014-07-08,en,Science Fiction-Action-Drama-Thriller,170000000.0,710644566.0,130.0,2014.0,PG-13,posters/Dawn_of_the_Planet_of_the_Apes_2014_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79.0,7.6,"491,353",tt2103281
Fifty Shades of Grey,2015-02-11,en,Drama-Romance-Thriller,40000000.0,571006128.0,125.0,2015.0,R,posters/Fifty_Shades_of_Grey_2015_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,4.2,"340,256",tt2322441
The Autopsy of Jane Doe,2016-12-21,en,Horror-Mystery,0.0,5972942.0,86.0,2016.0,R,posters/The_Autopsy_of_Jane_Doe_2016_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,6.8,"145,545",tt3289956
The Whale,2022-12-09,en,Drama,3000000.0,55101305.0,116.0,2022.0,R,posters/The_Whale_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,7.6,"223,920",tt13833688
Titanic,1997-11-18,en,Drama-Romance,200000000.0,2187463944.0,194.0,1997.0,PG-13,posters/Titanic_1997_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75.0,7.9,"1,308,495",tt0120338
Turning Red,2022-03-10,en,Animation-Family-Comedy-Fantasy,175000000.0,21328962.0,100.0,2022.0,PG,posters/Turning_Red_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83.0,7.0,"158,649",tt8097030
Last Looks,2022-01-27,en,Action-Crime-Thriller,0.0,365644.0,111.0,2022.0,,,,,,,
Kong: Skull Island,2017-03-08,en,Action-Adventure-Fantasy,185000000.0,566652812.0,118.0,2017.0,PG-13,posters/Kong:_Skull_Island_2017_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,6.7,"355,735",tt3731562
The Batman,2022-03-01,en,Crime-Mystery-Thriller,185000000.0,770945583.0,177.0,2022.0,PG-13,posters/The_Batman_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72.0,7.8,"815,820",tt1877830
Saw II,2005-10-28,en,Horror,4000000.0,147748505.0,93.0,2005.0,R,posters/Saw_II_2005_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40.0,6.6,"281,288",tt0432348
Get Out,2017-02-24,en,Mystery-Thriller-Horror,4500000.0,255407969.0,104.0,2017.0,R,posters/Get_Out_2017_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85.0,7.8,"728,582",tt5052448
Morbius,2022-03-30,en,Action-Science Fiction-Fantasy,75000000.0,167460961.0,105.0,2022.0,PG-13,posters/Morbius_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35.0,5.1,"158,350",tt5108870
The Lost City,2022-03-24,en,Action-Adventure-Comedy,74000000.0,190844029.0,112.0,2022.0,PG-13,posters/The_Lost_City_2022_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,6.1,"164,283",tt13320622
Beverly Hills Cop II,1987-05-18,en,Action-Comedy-Crime,28000000.0,299965036.0,103.0,1987.0,R,posters/Beverly_Hills_Cop_II_1987_photo.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48.0,6.6,"140,622",tt0092644
